waveform	Ch0		Gen	
t0	2023-10-20  17:21:56.883828		2023-10-20  17:21:56.883828	
delta t	8.000000E-6		8.000000E-6	

time[0]	Ch0	time[1]	Gen
2023-10-20  17:21:56.885156	-2.185017E-1	2023-10-20  17:21:56.885156	-7.293946E-4
2023-10-20  17:21:56.885164	-1.762307E-1	2023-10-20  17:21:56.885164	1.201663E-2
2023-10-20  17:21:56.885172	-2.185017E-1	2023-10-20  17:21:56.885172	-4.978070E-3
2023-10-20  17:21:56.885180	-1.762307E-1	2023-10-20  17:21:56.885180	-4.978070E-3
2023-10-20  17:21:56.885188	-1.762307E-1	2023-10-20  17:21:56.885188	-9.226745E-3
2023-10-20  17:21:56.885196	-1.762307E-1	2023-10-20  17:21:56.885196	-7.293946E-4
2023-10-20  17:21:56.885204	-1.762307E-1	2023-10-20  17:21:56.885204	-7.293946E-4
2023-10-20  17:21:56.885212	-1.762307E-1	2023-10-20  17:21:56.885212	1.626531E-2
2023-10-20  17:21:56.885220	-1.762307E-1	2023-10-20  17:21:56.885220	-4.978070E-3
2023-10-20  17:21:56.885228	-1.762307E-1	2023-10-20  17:21:56.885228	3.519281E-3
2023-10-20  17:21:56.885236	-1.339597E-1	2023-10-20  17:21:56.885236	-4.978070E-3
2023-10-20  17:21:56.885244	-1.339597E-1	2023-10-20  17:21:56.885244	-1.772410E-2
2023-10-20  17:21:56.885252	-1.339597E-1	2023-10-20  17:21:56.885252	-4.978070E-3
2023-10-20  17:21:56.885260	-1.339597E-1	2023-10-20  17:21:56.885260	1.201663E-2
2023-10-20  17:21:56.885268	-1.339597E-1	2023-10-20  17:21:56.885268	7.767956E-3
2023-10-20  17:21:56.885276	-1.339597E-1	2023-10-20  17:21:56.885276	1.201663E-2
2023-10-20  17:21:56.885284	-9.168877E-2	2023-10-20  17:21:56.885284	-4.978070E-3
2023-10-20  17:21:56.885292	-9.168877E-2	2023-10-20  17:21:56.885292	7.767956E-3
2023-10-20  17:21:56.885300	-9.168877E-2	2023-10-20  17:21:56.885300	7.767956E-3
2023-10-20  17:21:56.885308	-9.168877E-2	2023-10-20  17:21:56.885308	-7.293946E-4
2023-10-20  17:21:56.885316	-9.168877E-2	2023-10-20  17:21:56.885316	1.201663E-2
2023-10-20  17:21:56.885324	-9.168877E-2	2023-10-20  17:21:56.885324	-1.347542E-2
2023-10-20  17:21:56.885332	-4.941780E-2	2023-10-20  17:21:56.885332	7.767956E-3
2023-10-20  17:21:56.885340	-9.168877E-2	2023-10-20  17:21:56.885340	3.519281E-3
2023-10-20  17:21:56.885348	-9.168877E-2	2023-10-20  17:21:56.885348	7.767956E-3
2023-10-20  17:21:56.885356	-4.941780E-2	2023-10-20  17:21:56.885356	-7.293946E-4
2023-10-20  17:21:56.885364	-7.146828E-3	2023-10-20  17:21:56.885364	3.519281E-3
2023-10-20  17:21:56.885372	-4.941780E-2	2023-10-20  17:21:56.885372	-4.978070E-3
2023-10-20  17:21:56.885380	-4.941780E-2	2023-10-20  17:21:56.885380	1.201663E-2
2023-10-20  17:21:56.885388	-7.146828E-3	2023-10-20  17:21:56.885388	1.626531E-2
2023-10-20  17:21:56.885396	-7.146828E-3	2023-10-20  17:21:56.885396	-7.293946E-4
2023-10-20  17:21:56.885404	-7.146828E-3	2023-10-20  17:21:56.885404	1.201663E-2
2023-10-20  17:21:56.885412	-7.146828E-3	2023-10-20  17:21:56.885412	-7.293946E-4
2023-10-20  17:21:56.885420	-7.146828E-3	2023-10-20  17:21:56.885420	1.201663E-2
2023-10-20  17:21:56.885428	-7.146828E-3	2023-10-20  17:21:56.885428	1.201663E-2
2023-10-20  17:21:56.885436	3.512414E-2	2023-10-20  17:21:56.885436	7.767956E-3
2023-10-20  17:21:56.885444	3.512414E-2	2023-10-20  17:21:56.885444	7.767956E-3
2023-10-20  17:21:56.885452	-7.146828E-3	2023-10-20  17:21:56.885452	-4.978070E-3
2023-10-20  17:21:56.885460	-7.146828E-3	2023-10-20  17:21:56.885460	-9.226745E-3
2023-10-20  17:21:56.885468	3.512414E-2	2023-10-20  17:21:56.885468	-4.978070E-3
2023-10-20  17:21:56.885476	3.512414E-2	2023-10-20  17:21:56.885476	-4.978070E-3
